  id   | runid |                                                                          fov                                                                          |           target            
 76526 | 83101 | ((126.594953972685,-20.0557654628463),(124.363465827507,-20.0724441178895),(124.35778351476,-17.2767447926432),(126.552840280135,-17.2602250885828))  | Fermi_566534323_T1213
 76533 | 83103 | ((128.479176403242,-20.205056464382),(126.248164632183,-20.2328951210805),(126.228205322369,-17.4408827578666),(128.421119997889,-17.4140309773629))  | Fermi_566534323_T1213
 76534 | 83103 | ((126.594801913921,-20.0563372449815),(124.363295647713,-20.0726436700901),(124.358006394248,-17.2769048248824),(126.553175021401,-17.2607462690562)) | Fermi_566534323_T1213
 76535 | 83103 | ((124.667416705229,-20.1618548754188),(122.423510568487,-20.1514924987687),(122.459034020096,-17.3409762295482),(124.664222385446,-17.3514294384461)) | Fermi_566534323_T1213
 76536 | 83097 | ((130.12345955212,-17.7169728750077),(127.923023658509,-17.7342502155918),(127.914169725734,-14.9389194549616),(130.083419530649,-14.9218239132931))  | Fermi_566534323_T1283
 76537 | 83104 | ((128.478789881097,-20.2041932027697),(126.24781175899,-20.2322339618582),(126.227680544564,-17.4401720970115),(128.420587916932,-17.4131314284683))  | Fermi_566534323_T1213
 76538 | 83096 | ((128.223171598404,-17.8244669027028),(126.010266105076,-17.8180756788978),(126.03810810597,-15.0078158659198),(128.218261030231,-15.014152160669))   | Fermi_566534323_T1283
 76539 | 83104 | ((126.594329153537,-20.0567928498288),(124.362765841685,-20.0730032118841),(124.357784249735,-17.2771897078688),(126.552954536594,-17.2610880424648)) | Fermi_566534323_T1213
 76540 | 83104 | ((124.666788109149,-20.1619645347057),(122.422939795672,-20.1513661010376),(122.458116660076,-17.3407368090144),(124.66393435058,-17.3516223108026))  | Fermi_566534323_T1213
 74442 | 82578 | ((125.414005963007,-15.5480886141685),(123.240528847451,-15.5655146618567),(123.229821102133,-12.7736885843455),(125.375311181036,-12.7567895205692)) | Fermi_566534323_T1352
 74443 | 82578 | ((121.698792177447,-15.4881921957959),(119.512221917081,-15.4846047848127),(119.529923261329,-12.6732294052383),(121.690173790377,-12.6777334392771)) | Fermi_566534323_T1352
 74444 | 82578 | ((123.575529420421,-15.3777395604419),(121.401507232998,-15.3962474566223),(121.389080924411,-12.6006547116676),(123.536635666836,-12.582354336391))  | Fermi_566534323_T1352
 74448 | 82579 | ((123.576097010471,-15.3781424390668),(121.402159838315,-15.3964315185687),(121.38996009993,-12.6010122374861),(123.537535302282,-12.5828981961556))  | Fermi_566534323_T1352
 74449 | 82579 | ((125.414829765237,-15.5468987974744),(123.241387110448,-15.5647633318563),(123.230512319669,-12.7730072593676),(125.375931750001,-12.7558947846646)) | Fermi_566534323_T1352
 74450 | 82579 | ((121.698325292576,-15.4877003285448),(119.512818705803,-15.4846614828346),(119.532610532352,-12.6743012828543),(121.690858234875,-12.6775727729024)) | Fermi_566534323_T1352
 74452 | 82580 | ((125.415268166308,-15.5454418190049),(123.241842026462,-15.5635041361833),(123.230842128157,-12.771707185865),(125.376284992364,-12.7544101718838))  | Fermi_566534323_T1352
 74454 | 82580 | ((121.698080318456,-15.4880361983478),(119.512693953331,-15.4848703137731),(119.532613195869,-12.6743043089625),(121.690714832603,-12.677792090728))  | Fermi_566534323_T1352
 74468 | 82582 | ((121.696934791445,-15.4885050011586),(119.511626198675,-15.4852966894384),(119.532667058463,-12.6750211188936),(121.690065174988,-12.678243467675))  | Fermi_566534323_T1352
 74453 | 82580 | ((123.576430811395,-15.3787304127672),(121.40246149636,-15.3970135357942),(121.390418240259,-12.6013895636761),(123.53800996972,-12.5833239865318))   | Fermi_566534323_T1352
 74462 | 82581 | ((125.415757110013,-15.5441950247145),(123.242356122554,-15.5623580773496),(123.231159731869,-12.7705729913221),(125.376650213004,-12.7530720246005)) | Fermi_566534323_T1352
 74466 | 82582 | ((125.415670451058,-15.5431398978055),(123.242388795365,-15.5614363402624),(123.230986683005,-12.7696405748518),(125.376292462478,-12.7520720003767)) | Fermi_566534323_T1352
 74463 | 82581 | ((123.576859948557,-15.3793853251487),(121.402945208282,-15.3975507685548),(121.391056710603,-12.6019790815285),(123.538576326898,-12.5840081642643)) | Fermi_566534323_T1352
 74467 | 82582 | ((123.576766564764,-15.3799325276839),(121.402793757274,-15.3980093694473),(121.391112795098,-12.6023938907032),(123.538669710174,-12.5845997506069)) | Fermi_566534323_T1352
 74464 | 82581 | ((121.69813904453,-15.488667353878),(119.512440290991,-15.485060668423),(119.53130653541,-12.6739124819364),(121.690378158221,-12.678314563033))      | Fermi_566534323_T1352
 74506 | 82582 | ((123.576901069984,-15.3797564120505),(121.402962958811,-15.3981141267291),(121.390997852934,-12.6025456741364),(123.538506723781,-12.584416196005))  | Fermi_566534323_T1352
 74516 | 82596 | ((123.059271657527,-17.8279518067519),(120.846425917231,-17.8211407796532),(120.873617558033,-15.0106538986197),(123.05403310311,-15.0174854947674))  | Fermi_566534323_T1282
 74517 | 82597 | ((126.825767396399,-17.876157097136),(124.625819222402,-17.8992672204812),(124.610398342081,-15.1073149862428),(126.777499261638,-15.0851456384147))  | Fermi_566534323_T1282
 74518 | 82597 | ((123.059645923105,-17.827905368864),(120.846663902033,-17.8207497875493),(120.873809745148,-15.0102094997031),(123.054197006165,-15.017361118654))   | Fermi_566534323_T1282
 74520 | 82597 | ((124.962479062079,-17.7191614602136),(122.762115925721,-17.7361381522217),(122.753559635144,-14.9404340140679),(124.922666306479,-14.9236790273768)) | Fermi_566534323_T1282
 74507 | 82595 | ((124.962399186644,-17.7185509871513),(122.761954353604,-17.7358304338293),(122.753088723011,-14.9401310030078),(124.922158691962,-14.923029881634))  | Fermi_566534323_T1282
 74511 | 82582 | ((121.697630404064,-15.4887586073686),(119.511848455361,-15.4853495379721),(119.531231198394,-12.6743448671539),(121.689954097665,-12.6783108247017)) | Fermi_566534323_T1352
 74508 | 82578 | ((125.414093093624,-15.5477071048379),(123.240722963618,-15.565716063716),(123.229660618203,-12.7739827270178),(125.375116141147,-12.756684673714))   | Fermi_566534323_T1352
 74512 | 82596 | ((126.825750382999,-17.8770370439078),(124.625813033161,-17.9000372373816),(124.610597556924,-15.1080938238672),(126.777691608135,-15.0861167938968)) | Fermi_566534323_T1282
 74497 | 82593 | ((123.058350926623,-17.8283558396566),(120.845364910391,-17.8218743331824),(120.870885907909,-15.0110772351565),(123.052058513314,-15.0177724095862)) | Fermi_566534323_T1282
 74509 | 82595 | ((126.825581390639,-17.8778179289632),(124.625590445968,-17.9006531934904),(124.610483668068,-15.1086509781377),(126.77764977111,-15.0868169428585))  | Fermi_566534323_T1282
 74513 | 82596 | ((124.962566895511,-17.7187877608459),(122.762169660398,-17.7360261585219),(122.753442947236,-14.9404635940124),(124.922563014602,-14.9233792941718)) | Fermi_566534323_T1282
 74498 | 82594 | ((124.961981909118,-17.7180725283274),(122.761515046101,-17.7355547892662),(122.752289999439,-14.939921363148),(124.921525788231,-14.9226135221219))  | Fermi_566534323_T1282
 74499 | 82593 | ((124.960787581395,-17.7178260561454),(122.760324194464,-17.7353204106159),(122.751028511171,-14.9396271573394),(124.920158340308,-14.9223386678637)) | Fermi_566534323_T1282
 74500 | 82594 | ((123.058815053018,-17.8282052084678),(120.84626616536,-17.8216495344857),(120.873167910273,-15.0109776114473),(123.052884481644,-15.0175702628373))  | Fermi_566534323_T1282
 74572 | 82595 | ((126.825571738945,-17.8778078922471),(124.625612772729,-17.9006533143763),(124.610483288486,-15.1086784704228),(126.77764117714,-15.0868151762914))  | Fermi_566534323_T1282
 74577 | 82596 | ((123.059369076758,-17.8279003809742),(120.846977137203,-17.8214613826612),(120.87362729535,-15.0106757533403),(123.053804039784,-15.0173597469667))  | Fermi_566534323_T1282
 74597 | 82595 | ((126.825571738945,-17.8778078922471),(124.625612772729,-17.9006533143763),(124.610483288486,-15.1086784704228),(126.77764117714,-15.0868151762914))  | Fermi_566534323_T1282
 74606 | 82597 | ((124.962689097509,-17.719013413482),(122.762259000168,-17.736283166564),(122.753397966326,-14.9405480903628),(124.922496206705,-14.9235535964362))   | Fermi_566534323_T1282
 74501 | 82593 | ((126.824222562875,-17.8790042814379),(124.624124350409,-17.9015673715321),(124.609296100096,-15.1095284280637),(126.776531286711,-15.0879176297121)) | Fermi_566534323_T1282
 74573 | 82597 | ((124.962689097509,-17.719013413482),(122.762259000168,-17.736283166564),(122.753397966326,-14.9405480903628),(124.922496206705,-14.9235535964362))   | Fermi_566534323_T1282
 74502 | 82594 | ((126.825068376189,-17.8785301994422),(124.625053931784,-17.9012253411909),(124.610160513683,-15.1092474843042),(126.777351986472,-15.0876394235661)) | Fermi_566534323_T1282
 74503 | 82595 | ((123.058944931752,-17.8280537716069),(120.846527842951,-17.8216269082485),(120.873392171202,-15.0108822694123),(123.053436278911,-15.0176102831026)) | Fermi_566534323_T1282
 74643 | 82596 | ((123.059369076758,-17.8279003809742),(120.846977137203,-17.8214613826612),(120.87362729535,-15.0106757533403),(123.053804039784,-15.0173597469667))  | Fermi_566534323_T1282
 75052 | 82702 | ((141.006546080126,-22.5275192901348),(138.740087831278,-22.5625108753685),(138.712462574851,-19.7707003074767),(140.935317415106,-19.7369624276514)) | Fermi_566534323_T1147
 75047 | 82701 | ((141.007418115748,-22.5280426658581),(138.740894568137,-22.5628881966772),(138.71349568471,-19.7710969571934),(140.936397395577,-19.737449203126))   | Fermi_566534323_T1147
 75053 | 82702 | ((139.091481287112,-22.3975707922347),(136.82413121004,-22.410208520631),(136.827002175249,-19.6139270024124),(139.052478173013,-19.6013768283081))   | Fermi_566534323_T1147
 75048 | 82701 | ((139.091375107968,-22.3968724913669),(136.82402586306,-22.4096664478397),(136.826623211409,-19.6134155502059),(139.052107829235,-19.6007050369136))  | Fermi_566534323_T1147
 75054 | 82702 | ((137.140603603124,-22.4901257293469),(134.861464354271,-22.4746012549284),(134.908243801766,-19.6644073967517),(137.143852110516,-19.6794751035989)) | Fermi_566534323_T1147
 75060 | 82703 | ((137.140271612571,-22.4900215024372),(134.861128228811,-22.4743406536551),(134.908371428293,-19.6644137678662),(137.143708364297,-19.6794160213307)) | Fermi_566534323_T1147
 75049 | 82701 | ((137.140678638471,-22.490184614039),(134.861670951815,-22.4747900781309),(134.908140142291,-19.6644894834581),(137.143516092223,-19.6796228370436))  | Fermi_566534323_T1147
 75058 | 82703 | ((141.005904302737,-22.5268173894129),(138.73941142456,-22.5619438621755),(138.711568288392,-19.7701306720416),(140.93442998201,-19.7361976377012))   | Fermi_566534323_T1147
 75059 | 82703 | ((139.091261016118,-22.3980169161998),(136.823895514538,-22.4105085531263),(136.827010175807,-19.6141959165692),(139.052506045811,-19.6017976268716)) | Fermi_566534323_T1147
 75064 | 82704 | ((139.091064328684,-22.3983497966713),(136.823664776518,-22.4107092806221),(136.8270277584,-19.6143753353504),(139.052551485236,-19.6021105395215))   | Fermi_566534323_T1147
 75065 | 82704 | ((137.139989052795,-22.4899863112014),(134.860669622183,-22.4741061244443),(134.908098041997,-19.6640620406227),(137.143584334207,-19.6793175490452)) | Fermi_566534323_T1147
 75066 | 82704 | ((141.005404648049,-22.5259685451346),(138.738842504483,-22.5612557826474),(138.710670874159,-19.7694951938461),(140.933668377321,-19.7353272026123)) | Fermi_566534323_T1147
 75067 | 82705 | ((141.004781661075,-22.5249663676792),(138.738366449086,-22.5605881229847),(138.710076645933,-19.7688193300178),(140.932924704562,-19.7344602761005)) | Fermi_566534323_T1147
 75068 | 82705 | ((139.090819935098,-22.398592047727),(136.82339474279,-22.4107565948293),(136.827001790077,-19.6144436368611),(139.05253076784,-19.6024010409507))    | Fermi_566534323_T1147
 75069 | 82705 | ((137.13945481198,-22.4897764029516),(134.860270558805,-22.4737669986333),(134.907455824619,-19.6635875675455),(137.143150847031,-19.6792970940219))  | Fermi_566534323_T1147
 75070 | 82706 | ((204.054613359399,40.4763900261011),(201.301447230855,40.5592038755764),(201.392562007947,43.3498108774139),(204.266610064592,43.2627861021719))     | Fermi_566658796_T3003
 75074 | 82707 | ((204.055178730328,40.4776631800511),(201.302115206104,40.5604949922294),(201.392980758551,43.3509661331862),(204.266991926827,43.2640086059002))     | Fermi_566658796_T3003
 75076 | 82707 | ((199.374502845553,40.697877193954),(196.596720588014,40.6432510426502),(196.437302217949,43.4505771141388),(199.340049305702,43.5073577707462))      | Fermi_566658796_T3003
 75071 | 82706 | ((199.374055725298,40.697826432556),(196.597010496541,40.6429348618339),(196.438188166902,43.4502780647598),(199.339847951967,43.5071569203052))      | Fermi_566658796_T3003
 75075 | 82707 | ((201.751810668108,40.7870501846781),(198.983429376378,40.7804818386889),(198.907856292199,43.5747176825027),(201.801853214624,43.581562496499))      | Fermi_566658796_T3003
 75072 | 82706 | ((201.751664782977,40.786831451923),(198.98309357772,40.7803154810374),(198.907419535227,43.5744803571573),(201.801716439868,43.5812770712239))       | Fermi_566658796_T3003
 75079 | 82708 | ((204.055766608953,40.4790903245537),(201.302652362254,40.5618392619491),(201.393379621744,43.352326018482),(204.267401862065,43.2654901848836))      | Fermi_566658796_T3003
 75080 | 82704 | ((139.091232710187,-22.3982738506002),(136.823821329475,-22.4107796922012),(136.826793279654,-19.614457315091),(139.052420315898,-19.602040951938))   | Fermi_566534323_T1147
 75081 | 82708 | ((201.752105006876,40.7869607750231),(198.983544045693,40.7806018671906),(198.908230415235,43.5746552315574),(201.802024785949,43.5814886058222))     | Fermi_566658796_T3003
 75082 | 82702 | ((141.006722738496,-22.5274444637598),(138.740188585652,-22.562601019229),(138.712215246646,-19.7708176244529),(140.935221734765,-19.7368584953618))  | Fermi_566534323_T1147
 75083 | 82708 | ((199.373914143636,40.6980233055625),(196.596857758342,40.6432302595325),(196.438566135877,43.4504630649568),(199.340202149216,43.5073050916586))     | Fermi_566658796_T3003
 75084 | 82705 | ((137.139596868315,-22.489701577907),(134.860492432307,-22.4739016695573),(134.907702407558,-19.6637195574793),(137.142854370131,-19.6790493197964))  | Fermi_566534323_T1147
 75085 | 82709 | ((204.055908392469,40.4806492041879),(201.302732082374,40.5632771331891),(201.393166099173,43.3536961446562),(204.267420987922,43.2670375678902))     | Fermi_566658796_T3003
 75086 | 82709 | ((199.373760889169,40.6974854909874),(196.596219263001,40.6433192377325),(196.437879967566,43.4511617378224),(199.339862846127,43.5073119656598))     | Fermi_566658796_T3003
 75087 | 82709 | ((201.751973539998,40.7867751297716),(198.983444653219,40.7804201442819),(198.90802957249,43.5745294135493),(201.801916696195,43.5813037244643))      | Fermi_566658796_T3003
 75088 | 82710 | ((204.055729700382,40.4820373265199),(201.302523186191,40.5645830939342),(201.392945830933,43.3551014197947),(204.267107872576,43.2684646447049))     | Fermi_566658796_T3003
 75091 | 82704 | ((139.091232710187,-22.3982738506002),(136.823821329475,-22.4107796922012),(136.826793279654,-19.614457315091),(139.052420315898,-19.602040951938))   | Fermi_566534323_T1147
 75092 | 82711 | ((201.606010202183,45.3795221717738),(198.609208819057,45.3178181739157),(198.410713546999,48.1246367186322),(201.566848848544,48.1889663802022))     | Fermi_566658796_T3107
 75095 | 82712 | ((201.605308992396,45.3794366543878),(198.608860351683,45.3175994518595),(198.411229801022,48.1243104257611),(201.567112716625,48.188913032373))      | Fermi_566658796_T3107
 75096 | 82712 | ((204.172375775796,45.4657698637404),(201.183354840469,45.4623304724434),(201.09603849979,48.25632579337),(204.243952438143,48.2603240525922))        | Fermi_566658796_T3107
 75089 | 82710 | ((201.751429603973,40.7864563259457),(198.983169830644,40.7801238446869),(198.907669795544,43.5743424973454),(201.801394017563,43.5811636650222))     | Fermi_566658796_T3003
 75093 | 82711 | ((206.65550224046,45.1448424679968),(203.686408336063,45.2400843589784),(203.798157155213,48.03030291358),(206.921935770415,47.9297358048161))        | Fermi_566658796_T3107
 75097 | 82712 | ((206.655783225781,45.1460569312535),(203.68660642305,45.2411632212186),(203.798148445222,48.0313522558663),(206.922117635245,47.9310075661892))      | Fermi_566658796_T3107
 75098 | 82705 | ((137.139596868315,-22.489701577907),(134.860492432307,-22.4739016695573),(134.907702407558,-19.6637195574793),(137.142854370131,-19.6790493197964))  | Fermi_566534323_T1147
 75090 | 82710 | ((199.372361480289,40.6977624004748),(196.595415402613,40.6432097037522),(196.437732705026,43.4505939477912),(199.339200738196,43.5071462662715))     | Fermi_566658796_T3003
 75094 | 82711 | ((204.172629989966,45.4662264736279),(201.183370210124,45.4624611563002),(201.095614953234,48.2564785834451),(204.244434867498,48.2605459866421))     | Fermi_566658796_T3107
 75099 | 82709 | ((204.055820111833,40.4805737500053),(201.302629014975,40.5633290121864),(201.393359170602,43.3537942871292),(204.26742650533,43.2669427261897))      | Fermi_566658796_T3003
 75100 | 82709 | ((201.751974524669,40.7867818215673),(198.983484060344,40.7803676376361),(198.908166337964,43.5745171001612),(201.802198503492,43.58125605297))       | Fermi_566658796_T3003
 75101 | 82708 | ((199.373977891468,40.6978885829527),(196.596685507393,40.6432922947301),(196.438264315265,43.4508226835958),(199.340212175537,43.5073213329773))     | Fermi_566658796_T3003
 75102 | 82713 | ((206.656051815899,45.1473764348955),(203.686784699477,45.2423633683268),(203.798074545398,48.0325164654237),(206.922084116387,47.9323167603728))     | Fermi_566658796_T3107
 75104 | 82713 | ((201.604845182688,45.3794835046305),(198.608637951939,45.3176852730226),(198.411353090942,48.1242518092252),(201.566531696333,48.188969701563))      | Fermi_566658796_T3107
 75103 | 82713 | ((204.172598162181,45.4657279770842),(201.183373217236,45.4621823503848),(201.095171720052,48.2559338238792),(204.243839359347,48.2602811929029))     | Fermi_566658796_T3107
 75105 | 82714 | ((206.655887576758,45.1488815695057),(203.686631445787,45.2438237537472),(203.797982706004,48.0341857048536),(206.921808679491,47.9339143397795))     | Fermi_566658796_T3107
 75106 | 82714 | ((204.172104077478,45.4655252524778),(201.182892451539,45.4621708102936),(201.094870526247,48.2558977491958),(204.24352369339,48.260113296275))       | Fermi_566658796_T3107
 75107 | 82714 | ((201.604131340274,45.3790202181638),(198.607738520875,45.3178476957316),(198.410189229447,48.1254737395653),(201.56611499936,48.1890500046898))      | Fermi_566658796_T3107
 75108 | 82709 | ((204.055820111833,40.4805737500053),(201.302629014975,40.5633290121864),(201.393359170602,43.3537942871292),(204.26742650533,43.2669427261897))      | Fermi_566658796_T3003
 75109 | 82715 | ((206.655757773866,45.1505600029072),(203.686448036968,45.2453809163456),(203.797528104323,48.0356819883468),(206.921450016367,47.9355465139651))     | Fermi_566658796_T3107
 75110 | 82715 | ((201.603165642491,45.3789339799719),(198.60725713539,45.3178612863803),(198.408912867353,48.12538349073),(201.564690923338,48.1886382619758))        | Fermi_566658796_T3107
 75111 | 82715 | ((204.171795897148,45.4652868976085),(201.182417455813,45.4618750967926),(201.094606890049,48.2555571277941),(204.243871169688,48.2595784518254))     | Fermi_566658796_T3107
 75112 | 82716 | ((206.086154867295,47.8050565595392),(202.964580692421,47.8025912102413),(202.868948977969,50.5968635415295),(206.171898651246,50.5995203571639))     | Fermi_566658796_T3156
 75114 | 82716 | ((203.406286651356,47.7195807563375),(200.277368498554,47.6549551785143),(200.053699819879,50.461776710764),(203.363594592789,50.5296819605392))      | Fermi_566658796_T3156
 75115 | 82717 | ((206.085900862802,47.8047499518375),(202.964043879964,47.8023773157134),(202.86794322535,50.5964030548257),(206.171412118423,50.5991847175555))      | Fermi_566658796_T3156
 75116 | 82717 | ((208.676581328669,47.4810378914984),(205.578033766872,47.5826567575661),(205.702923752643,50.3728581789815),(208.976937767686,50.2648866437471))     | Fermi_566658796_T3156
 75118 | 82714 | ((206.655829304229,45.1488579124676),(203.686516235484,45.2438969006101),(203.797992242639,48.034161167431),(206.921886300488,47.9338352723187))      | Fermi_566658796_T3107
 75113 | 82716 | ((208.676797630093,47.4799562318311),(205.578298524935,47.5816892758915),(205.703201104991,50.3717405652714),(208.977256144558,50.2637232696838))     | Fermi_566658796_T3156
 75117 | 82717 | ((203.40539698491,47.7194088484522),(200.276780523694,47.6548570560712),(200.053379633112,50.4616312048899),(203.363039591,50.5296019909359))         | Fermi_566658796_T3156
 75119 | 82715 | ((201.603355329614,45.3792840378267),(198.606716714337,45.3178599594285),(198.409189210755,48.1247692583048),(201.564869702344,48.1888089199065))     | Fermi_566658796_T3107
 75120 | 82714 | ((204.172298366209,45.4656352389466),(201.183049788753,45.4620398250393),(201.094820918415,48.2558214756063),(204.243759206965,48.2600512404204))     | Fermi_566658796_T3107
 75121 | 82718 | ((206.085252103578,47.8045282898673),(202.963634382813,47.8021578012344),(202.867801190852,50.5962921591737),(206.170683918056,50.5991263079029))     | Fermi_566658796_T3156
 75122 | 82718 | ((208.676321501491,47.4823480129133),(205.577707969399,47.5838678839077),(205.702468470594,50.3740859919807),(208.976526613956,50.2662172865186))     | Fermi_566658796_T3156
 75124 | 82719 | ((206.08501921313,47.8044244539243),(202.963202350332,47.8022064954313),(202.867409634563,50.596233884026),(206.170386874728,50.5990191393523))       | Fermi_566658796_T3156
 75125 | 82719 | ((208.676476742556,47.4840331207138),(205.57768426821,47.5854148680965),(205.702095777326,50.3756082796998),(208.976397794915,50.2678875769633))      | Fermi_566658796_T3156
 75127 | 82720 | ((206.084564164922,47.8041795494583),(202.963198583306,47.8021325761875),(202.868297653446,50.5963190785578),(206.170833936764,50.5987818507659))     | Fermi_566658796_T3156
 75128 | 82720 | ((203.403397087285,47.7195486648604),(200.274648464283,47.6551722969066),(200.052771366036,50.4617597090498),(203.361502755666,50.5296703659486))     | Fermi_566658796_T3156
 75123 | 82718 | ((203.404476004186,47.7194967454263),(200.2758755084,47.654968172021),(200.053025723717,50.4614735546835),(203.362228232456,50.5295359980468))        | Fermi_566658796_T3156
 75126 | 82719 | ((203.403893020854,47.7194926246033),(200.275095795216,47.6550815176433),(200.05344303191,50.4617073044053),(203.36174475278,50.5296211413119))       | Fermi_566658796_T3156
 75129 | 82720 | ((208.67685074273,47.4856944799579),(205.577980425197,47.5869848860998),(205.702113251824,50.3771380748327),(208.976486563185,50.2695692510173))      | Fermi_566658796_T3156
 75130 | 82714 | ((206.655829304229,45.1488579124676),(203.686516235484,45.2438969006101),(203.797992242639,48.034161167431),(206.921886300488,47.9338352723187))      | Fermi_566658796_T3107
 75131 | 82721 | ((212.067174947923,42.8114122544081),(209.212742334631,42.9001819210948),(209.314689436081,45.6908867231519),(212.305629996676,45.5972189513942))     | Fermi_566658796_T3057
 75132 | 82721 | ((209.678998369324,43.1280247567777),(206.806846047986,43.1231562582471),(206.726433093951,45.9173447408523),(209.739910725542,45.9224936387508))     | Fermi_566658796_T3057
 75133 | 82721 | ((207.214468673484,43.0392256086694),(204.332910921878,42.9822232961464),(204.156804980696,45.7896437350428),(207.178348628147,45.8488964701669))     | Fermi_566658796_T3057
 75134 | 82722 | ((212.067457835873,42.8127668516852),(209.212925977826,42.9014576142543),(209.314667002237,45.6921419406969),(212.30567438502,45.5985648974585))      | Fermi_566658796_T3057
 75135 | 82722 | ((209.678957528604,43.1275245332279),(206.806850040212,43.1227797036076),(206.726717992232,45.9169254448175),(209.74039821069,45.9219567717012))      | Fermi_566658796_T3057
 75136 | 82722 | ((207.213860834275,43.0388657445013),(204.332167673448,42.9818703161844),(204.156337256842,45.7893748710221),(207.178079847456,45.8485826094586))     | Fermi_566658796_T3057
 75137 | 82716 | ((206.086301721717,47.8050414508716),(202.964548634193,47.8026201141378),(202.868478955722,50.5967625894628),(206.171759867399,50.5995386153093))     | Fermi_566658796_T3156
 75138 | 82719 | ((208.67633049224,47.4839707987265),(205.577585770242,47.585477197501),(205.702252629938,50.375642233803),(208.9764342647,50.2678099632043))          | Fermi_566658796_T3156
 75139 | 82716 | ((203.405981278336,47.7195223134157),(200.277189010486,47.6550135509909),(200.054863203856,50.4617470286482),(203.363718591696,50.5296048813133))     | Fermi_566658796_T3156
 75140 | 82723 | ((209.679166884848,43.1271500904002),(206.806779013428,43.1225217391088),(206.726710918665,45.9165256162511),(209.740231649857,45.9215748583108))     | Fermi_566658796_T3057
 75141 | 82723 | ((212.067592847119,42.8141842857231),(209.21302395539,42.9027651103341),(209.314551442914,45.6934155473851),(212.305638098279,45.5999815470343))      | Fermi_566658796_T3057
 75142 | 82723 | ((207.213027909825,43.038656004027),(204.331556407757,42.9817476998307),(204.156637763239,45.7890065513347),(207.177661368949,45.848332668364))       | Fermi_566658796_T3057
 75143 | 82724 | ((212.067454433621,42.8155605857819),(209.212880764327,42.904004926021),(209.314081142213,45.694624938206),(212.30530648736,45.6013515703668))        | Fermi_566658796_T3057
 75145 | 82724 | ((207.212294982843,43.0384608507068),(204.330945225206,42.9816461894589),(204.154980356784,45.789054570566),(207.176867346912,45.848212030864))       | Fermi_566658796_T3057
 75146 | 82725 | ((212.067261454948,42.8169169393604),(209.212535205021,42.9053318710712),(209.313786704965,45.6959931305931),(212.304919448452,45.6027306493689))     | Fermi_566658796_T3057
 75144 | 82724 | ((209.67882450198,43.126853066294),(206.806510610564,43.1222452828319),(206.72640470287,45.9162639748342),(209.739897373166,45.9212753486799))        | Fermi_566658796_T3057
 75147 | 82725 | ((209.678209594481,43.126468236606),(206.806103098934,43.1218934372341),(206.726035438671,45.9160394539766),(209.739527916303,45.9210118969236))      | Fermi_566658796_T3057
 75148 | 82725 | ((207.211329815625,43.038376165699),(204.32968007883,42.981634678007),(204.154487998316,45.7888034295703),(207.176137725732,45.8480011784097))        | Fermi_566658796_T3057
 75149 | 82726 | ((211.402981303893,45.466045079242),(208.413200181407,45.4627572497691),(208.326487276681,48.2567931078053),(211.475960792064,48.2606071191887))      | Fermi_566658796_T3108
 75151 | 82726 | ((213.886395040358,45.1473431756537),(210.917122258122,45.2426237871809),(211.030192893157,48.0331098237836),(214.153592322882,47.9321328846224))     | Fermi_566658796_T3108
 75154 | 82727 | ((208.834917667884,45.3790141933727),(205.838006651431,45.3188080359235),(205.641437938438,48.1262521479533),(208.797235726029,48.1886493002669))     | Fermi_566658796_T3108
 75155 | 82721 | ((212.06745180394,42.8116154081198),(209.213034258008,42.9001219124936),(209.314311644139,45.6907236339326),(212.305437792019,45.5973762971086))      | Fermi_566658796_T3057
 75158 | 82728 | ((213.88608297321,45.1501817231241),(210.916683485839,45.2452173865886),(211.029168904745,48.0356579222048),(214.15287368934,47.9350218266916))       | Fermi_566658796_T3108
 75150 | 82726 | ((208.835942809195,45.3794160849084),(205.839003967083,45.3189618132869),(205.642222332412,48.1260076864556),(208.798098170612,48.1889226194238))     | Fermi_566658796_T3108
 75152 | 82727 | ((213.885988998705,45.1486505388003),(210.916723707267,45.2438000125147),(211.029557225361,48.0342916085014),(214.153019071022,47.9334758568089))     | Fermi_566658796_T3108
 75156 | 82724 | ((207.212345040484,43.0385205353595),(204.330834515828,42.9816250088324),(204.155104229715,45.7890192667142),(207.176604012117,45.8482065078684))     | Fermi_566658796_T3057
 75159 | 82728 | ((211.402044386158,45.4651165566327),(208.412635442173,45.4620645372755),(208.326299072806,48.2562258605982),(211.475156806442,48.2598851966109))     | Fermi_566658796_T3108
 75160 | 82728 | ((208.834055517015,45.3789627145474),(205.837339986292,45.3186332101232),(205.641213461822,48.1256358250536),(208.796570764034,48.1885184148149))     | Fermi_566658796_T3108
 75153 | 82727 | ((211.402153174943,45.4654894750735),(208.412720822301,45.4623517547209),(208.326519706001,48.256505440997),(211.475396241409,48.2601687673192))      | Fermi_566658796_T3108
 75157 | 82725 | ((209.678230628184,43.1265113431436),(206.806140695829,43.1218673115076),(206.726135655385,45.9159800703365),(209.739659009675,45.9209718031666))     | Fermi_566658796_T3057
 75161 | 82729 | ((213.886518510512,45.1517253781049),(210.917030708112,45.2466304982768),(211.029357351295,48.0370739662381),(214.153131806487,47.9365616621931))     | Fermi_566658796_T3108
